,open,high,low,close,vol
2012-02-03,43.952,45.464,43.93,45.251,110410
2012-02-06,45.25,45.903,45.095,45.443,95798
2012-02-07,45.5,45.755,44.098,44.789,131060
2012-02-08,44.99,45.514,44.568,45.0,79811
2012-02-09,45.009,47.012,44.889,46.8,176860
2012-02-10,46.502,47.44,45.749,46.42,116496
2012-02-13,47.02,47.283,46.729,47.209,67333
2012-02-14,47.079,47.41,46.278,46.75,61694
2012-02-15,47.25,47.864,46.12,46.579,120016
2012-02-16,46.249,46.779,45.367,46.779,96915
2012-02-17,46.735,47.97,46.735,47.664,85168
2012-02-20,48.08,48.874,48.001,48.61,76936
2012-02-21,48.59,48.718,47.733,47.881,62444
2012-02-22,47.8,48.255,47.369,47.85,40301
2012-02-23,47.75,48.047,45.863,46.913,81197
2012-02-24,47.33,47.489,46.555,47.371,33142
2012-02-27,47.1,47.234,45.459,46.247,80423
2012-02-28,46.3,46.542,45.679,46.0,42270
2012-02-29,46.18,46.408,45.347,45.64,40594
2012-03-01,45.2,46.06,44.488,46.06,103660
2012-03-02,46.3,46.7,46.1,46.12,45455
2012-03-05,46.07,46.331,45.252,45.963,34189
2012-03-06,46.107,46.107,43.246,43.449,124278
2012-03-07,43.0,44.412,42.98,44.115,62058
2012-03-08,44.2,46.283,44.2,46.16,53559
2012-03-09,46.3,47.256,45.79,46.945,86203
2012-03-12,46.87,47.73,46.693,47.627,45508
2012-03-13,47.99,48.05,46.983,47.68,68647
2012-03-14,47.9,48.921,47.649,48.1,86446
2012-03-15,48.25,48.56,47.896,48.311,50169
2012-03-16,48.38,48.38,47.25,47.34,88684
2012-03-19,47.58,47.749,46.581,47.15,70720
2012-03-20,46.989,46.989,44.575,45.3,143597
2012-03-21,45.42,45.902,44.805,45.259,65090
2012-03-22,45.22,45.458,44.407,44.85,46997
2012-03-23,44.95,45.62,44.684,45.62,46801
2012-03-26,45.83,47.013,45.5,46.781,70695
2012-03-27,47.198,47.455,46.694,46.78,51049
2012-03-28,46.75,46.786,45.437,45.635,47469
2012-03-29,45.63,45.864,44.041,44.449,98455
2012-03-30,44.89,45.778,44.789,45.452,50244
2012-04-02,45.89,46.254,44.588,46.042,200797
2012-04-03,46.18,46.45,45.64,45.989,92132
2012-04-04,45.539,45.599,44.305,44.729,90963
2012-04-05,42.68,43.17,42.12,42.676,124380
2012-04-10,41.85,42.221,40.5,40.5,88713
2012-04-11,40.65,41.978,40.632,41.47,50160
2012-04-12,41.84,42.105,41.057,41.91,44445
2012-04-13,41.9,42.004,39.923,40.38,81316
2012-04-16,40.36,41.263,39.918,40.964,55621
2012-04-17,41.0,42.484,40.75,42.457,46590
2012-04-18,42.49,42.537,41.792,41.99,30792
2012-04-19,42.05,42.554,40.75,40.75,53988
2012-04-20,40.8,41.293,40.587,41.0,37500
2012-04-23,40.85,40.949,39.444,39.658,78172
2012-04-24,39.835,40.372,39.643,40.099,37540
2012-04-25,40.5,41.512,40.3,41.32,70686
2012-04-26,41.3,42.723,41.08,42.645,63896
2012-04-27,42.8,43.0,41.407,41.991,71642
2012-04-30,42.204,42.543,41.645,41.75,35476
2012-05-02,42.4,42.666,40.949,41.504,35793
2012-05-03,41.6,41.855,40.358,40.501,31841
2012-05-04,40.47,40.583,39.1,39.301,54128
2012-05-07,38.4,39.559,37.957,39.558,90087
2012-05-08,39.58,39.6,37.97,38.306,71889
2012-05-09,38.361,38.672,37.534,38.586,63355
2012-05-10,38.49,38.846,37.943,38.475,49329
2012-05-11,38.094,39.313,37.9,39.139,14724
2012-05-14,38.998,38.999,38.159,38.596,26270
2012-05-15,38.251,38.792,37.714,37.806,31831
2012-05-16,37.67,38.507,36.999,38.134,34293
2012-05-17,38.359,38.359,37.355,37.371,20489
2012-05-18,36.8,37.409,36.61,36.95,53339
2012-05-21,37.092,37.758,36.886,37.34,22834
2012-05-22,37.49,38.523,37.49,38.174,29012
2012-05-23,37.929,38.515,37.747,38.003,21080
2012-05-24,38.398,38.601,37.859,37.949,21522
2012-05-25,38.043,38.626,37.825,37.979,16399
2012-05-28,38.3,38.603,37.782,37.875,6360
2012-05-29,38.231,39.309,38.132,38.878,19215
2012-05-30,38.948,38.948,37.795,38.019,20613
2012-05-31,38.043,38.211,37.056,37.54,26194
2012-06-01,37.39,37.52,35.052,35.476,77020
2012-06-04,35.089,35.216,34.673,34.713,53819
2012-06-05,35.031,35.3,34.299,34.9,40334
2012-06-06,35.34,35.5,34.79,35.5,27020
2012-06-07,35.696,36.327,35.41,35.549,18140
2012-06-08,35.211,35.518,34.972,35.35,48029
2012-06-11,36.34,36.6,35.129,35.177,38018
2012-06-12,35.0,35.6,34.491,35.082,22202
2012-06-13,35.105,35.209,33.787,34.357,32756
2012-06-14,34.222,34.222,32.991,33.55,39217
2012-06-15,33.784,34.451,33.719,34.14,53530
2012-06-18,34.69,35.008,34.343,34.886,44082
2012-06-19,34.842,35.621,34.708,35.53,31727
2012-06-20,35.469,35.805,35.073,35.65,31311
2012-06-21,35.518,35.518,34.917,34.95,50371
2012-06-22,34.715,35.643,34.632,35.022,36993
2012-06-25,34.9,34.967,33.836,33.888,30957
2012-06-26,33.909,34.022,33.058,33.599,44595
2012-06-27,33.615,34.031,32.875,33.877,73871
2012-06-28,33.9,34.677,33.275,33.782,40639
2012-06-29,34.5,35.384,34.5,35.344,46474
2012-07-02,35.24,36.425,35.149,36.316,48209
2012-07-03,36.33,37.133,36.169,37.057,42931
2012-07-04,37.24,37.366,36.708,37.003,25483
2012-07-05,36.9,37.662,36.015,36.52,34419
2012-07-06,36.2,36.33,35.298,35.436,39072
2012-07-09,35.37,35.616,35.141,35.384,19824
2012-07-10,35.36,36.131,35.146,35.705,19661
2012-07-11,35.312,35.563,34.94,35.401,28840
2012-07-12,35.27,35.588,34.889,35.5,19178
2012-07-13,35.588,36.399,35.15,36.39,39141
2012-07-16,36.2,36.717,36.115,36.581,39095
2012-07-17,36.8,37.132,36.435,36.869,35462
2012-07-18,36.751,37.576,36.483,37.497,41739
2012-07-19,37.55,38.227,37.53,37.98,52009
2012-07-20,37.984,38.894,37.448,37.454,57891
2012-07-23,37.19,37.19,36.083,36.651,59101
2012-07-24,36.5,36.63,35.86,36.019,41537
2012-07-25,36.8,38.345,36.68,37.818,71148
2012-07-26,37.6,38.21,36.371,38.091,40558
2012-07-27,38.26,39.599,37.764,39.591,68913
2012-07-30,39.61,40.215,39.442,40.028,82117
2012-07-31,40.33,40.893,40.0,40.43,64869
2012-08-01,40.56,40.629,39.799,40.089,52025
2012-08-02,40.3,41.275,38.641,38.851,64824
2012-08-03,39.2,40.44,38.879,40.26,42457
2012-08-06,40.33,41.431,40.3,40.929,53948
2012-08-07,41.0,41.933,40.95,41.899,66966
2012-08-08,41.6,41.883,41.159,41.361,35726
2012-08-09,41.45,41.7,40.775,41.11,48094
2012-08-10,40.89,41.457,40.712,41.329,52359
2012-08-13,41.077,41.281,40.549,40.85,34865
2012-08-14,41.0,41.564,40.898,40.993,32132
2012-08-15,40.95,41.03,40.635,40.64,13568
2012-08-16,40.8,40.851,40.487,40.7,25684
2012-08-17,40.74,41.892,40.74,41.711,43596
2012-08-20,41.71,42.05,41.58,41.825,44341
2012-08-21,41.826,42.415,41.771,41.991,20368
2012-08-22,41.887,41.887,41.469,41.661,23692
2012-08-23,42.0,42.127,40.99,41.099,31943
2012-08-24,41.1,41.1,40.05,40.9,31496
2012-08-27,40.866,41.515,40.841,41.421,13790
2012-08-28,41.222,41.562,41.095,41.467,17978
2012-08-29,41.364,41.53,40.909,41.258,27325
2012-08-30,41.016,41.078,38.987,39.08,55564
2012-08-31,39.011,39.522,38.459,38.903,39387
2012-09-03,38.806,39.037,38.386,38.512,19719
2012-09-04,38.501,38.67,37.627,37.641,36015
2012-09-05,37.72,38.01,37.364,37.7,28898
2012-09-06,38.044,39.4,37.8,39.4,41807
2012-09-07,39.352,40.024,39.115,39.141,59790
2012-09-10,39.14,39.238,38.7,38.75,26571
2012-09-11,38.799,39.464,38.464,39.396,22375
2012-09-12,39.42,39.724,38.897,39.196,34198
2012-09-13,39.41,39.59,38.797,39.35,50521
2012-09-14,39.64,40.557,39.6,40.04,100409
2012-09-17,40.0,40.396,39.745,39.8,41021
2012-09-18,39.89,39.89,38.793,39.285,33634
2012-09-19,39.45,40.06,39.139,40.06,25672
2012-09-20,39.75,39.817,38.46,39.093,45710
2012-09-21,39.32,40.155,39.151,39.999,73548
2012-09-24,39.84,40.12,39.628,39.916,24457
2012-09-25,40.15,40.15,38.927,39.289,56815
2012-09-26,38.89,39.041,38.099,38.251,34454
2012-09-27,38.396,38.566,37.793,38.299,44413
2012-09-28,38.329,38.499,37.683,37.79,28552
2012-10-01,37.5,38.061,37.33,37.82,29779
2012-10-02,37.68,38.153,37.339,37.64,28229
2012-10-03,37.7,38.357,37.55,37.953,7589
2012-10-04,38.175,38.775,37.896,38.461,29026
2012-10-05,38.56,39.488,38.5,39.122,27799
2012-10-08,38.9,38.97,38.15,38.253,27325
2012-10-09,38.4,38.45,37.603,37.853,29624
2012-10-10,37.75,38.003,37.4,37.75,20438
2012-10-11,37.66,38.347,37.66,38.063,16657
2012-10-12,38.08,38.656,37.981,38.0,28855
2012-10-15,37.95,38.447,37.9,38.2,16624
2012-10-16,38.35,38.506,37.694,38.29,34591
2012-10-17,38.26,38.648,38.17,38.518,23319
2012-10-18,38.622,39.763,38.447,39.256,43394
2012-10-19,39.23,39.803,38.901,38.989,22819
2012-10-22,38.98,39.055,38.496,38.62,29087
2012-10-23,38.63,38.752,37.69,37.893,23280
2012-10-24,37.93,38.139,36.676,37.827,98591
2012-10-25,37.35,37.45,36.4,36.819,158902
2012-10-26,36.585,36.747,36.135,36.67,44163
2012-10-29,36.55,36.65,35.874,35.965,30034
2012-10-30,36.0,36.41,36.0,36.41,28874
2012-10-31,36.41,36.797,36.08,36.165,30052
2012-11-01,36.24,36.759,36.09,36.51,18147
2012-11-02,36.471,37.303,36.471,37.034,26306
2012-11-05,36.93,37.0,36.544,36.88,36960
2012-11-06,37.01,37.58,36.73,37.519,30070
2012-11-07,37.57,37.856,36.65,36.8,24564
2012-11-08,36.921,37.052,35.998,36.075,27801
2012-11-09,36.16,36.25,35.539,36.173,46690
2012-11-12,36.192,36.235,35.945,36.109,21803
2012-11-13,35.88,36.235,35.632,36.157,25498
2012-11-14,36.05,36.11,35.669,35.763,13955
2012-11-15,35.48,35.777,35.363,35.5,27135
2012-11-16,35.529,35.792,35.178,35.658,25858
2012-11-19,35.661,36.474,35.65,36.301,20933
2012-11-20,36.25,36.434,36.09,36.24,17470
2012-11-21,36.27,36.937,36.09,36.65,21822
2012-11-22,36.8,36.902,36.489,36.659,18897
2012-11-23,36.73,37.072,36.487,37.069,16004
2012-11-26,36.877,37.3,36.692,36.961,16688
2012-11-27,37.2,37.333,36.879,37.092,8144
2012-11-28,36.85,37.203,36.763,36.93,48965
2012-11-29,37.04,37.718,36.95,37.65,30447
2012-11-30,37.63,38.204,37.621,37.974,25625
2012-12-03,38.05,38.4,37.795,38.123,21655
2012-12-04,38.17,38.37,37.977,38.259,31563
2012-12-05,38.35,38.5,37.989,38.351,16214
2012-12-06,38.39,38.811,38.338,38.599,23946
2012-12-07,38.64,38.932,38.383,38.824,23456
2012-12-10,38.73,38.913,38.449,38.87,29691
2012-12-11,38.92,39.463,38.801,39.459,31076
2012-12-12,39.401,39.92,39.391,39.9,38457
2012-12-13,39.8,39.853,39.35,39.53,14946
2012-12-14,39.59,40.704,39.53,40.55,75269
2012-12-17,40.751,41.399,40.671,41.351,50686
2012-12-18,41.46,41.741,41.416,41.666,48009
2012-12-19,41.7,41.892,40.8,41.161,61746
2012-12-20,41.0,41.273,40.889,41.14,32668
2012-12-21,40.8,41.632,40.8,41.61,69171
2012-12-27,41.378,42.003,41.298,41.6,52823
2012-12-28,41.621,41.897,41.232,41.424,25389
2013-01-02,41.625,42.58,41.625,42.416,80382
2013-01-03,42.52,42.586,42.178,42.371,45419
2013-01-04,42.37,42.758,42.099,42.601,27714
2013-01-07,42.61,43.625,42.61,43.079,64813
2013-01-08,43.05,43.45,42.374,42.501,48298
2013-01-09,42.65,42.858,42.244,42.596,41458
2013-01-10,42.63,43.423,42.63,42.951,41435
2013-01-11,43.49,43.5,42.897,43.07,28797
2013-01-14,42.884,43.749,42.853,43.699,48033
2013-01-15,43.599,44.172,43.25,43.83,43878
2013-01-16,43.85,43.85,43.433,43.7,38498
2013-01-17,43.65,44.304,43.322,43.901,33778
2013-01-18,43.96,44.108,43.1,43.585,21768
2013-01-21,43.641,43.641,42.626,43.269,28818
2013-01-22,43.274,43.289,42.4,43.099,21633
2013-01-23,43.01,43.469,43.01,43.244,16172
2013-01-24,43.126,43.282,42.655,43.061,26575
2013-01-25,43.24,43.804,43.122,43.68,33601
2013-01-28,43.85,44.266,43.751,43.886,47853
2013-01-29,43.979,44.19,43.807,44.075,37321
2013-01-30,44.1,44.1,43.411,43.502,23342
2013-01-31,43.48,43.48,42.611,42.841,45869
2013-02-01,42.91,43.615,42.793,43.615,39829
2013-02-04,44.08,44.129,41.946,42.218,105441
2013-02-05,42.3,42.505,41.85,42.296,57342
2013-02-06,42.35,43.116,42.096,42.833,42997
2013-02-07,42.97,44.752,42.8,44.001,158817
2013-02-08,44.28,45.559,44.26,45.45,111775
2013-02-11,45.5,45.55,44.495,44.834,46060
2013-02-12,44.74,44.84,44.2,44.44,22183
2013-02-13,44.45,45.4,44.415,45.138,26371
2013-02-14,45.011,45.429,44.25,44.36,37423
2013-02-15,44.41,44.448,43.88,44.003,36682
2013-02-18,44.413,44.602,44.16,44.405,23023
2013-02-19,44.51,45.309,44.088,45.156,29961
2013-02-20,45.42,45.601,45.0,45.241,52235
2013-02-21,45.09,45.09,43.997,44.249,45340
2013-02-22,44.31,44.771,44.279,44.628,20426
2013-02-25,44.52,46.014,44.5,44.5,89753
2013-02-26,44.43,44.911,44.122,44.291,49425
2013-02-27,44.29,45.479,44.033,45.401,44000
2013-02-28,45.55,45.772,45.25,45.772,51622
2013-03-01,45.6,46.03,44.99,45.612,39262
2013-03-04,45.429,45.469,44.768,45.022,31780
2013-03-05,45.25,46.82,45.25,46.578,75971
2013-03-06,46.566,47.252,46.45,46.64,49856
2013-03-07,46.1,46.275,45.34,45.514,42732
2013-03-08,45.828,45.98,45.03,45.507,29451
2013-03-11,45.394,46.064,45.394,46.024,25470
2013-03-12,46.079,46.079,45.5,45.609,32371
2013-03-13,45.7,45.74,45.142,45.608,20855
2013-03-14,45.495,46.029,45.145,45.871,25193
2013-03-15,45.965,46.383,45.643,45.921,28483
2013-03-18,45.213,45.903,45.162,45.646,41192
2013-03-19,45.65,45.683,44.33,44.575,45213
2013-03-20,44.7,45.272,44.699,44.95,27131
2013-03-21,44.89,44.92,43.58,43.975,47000
2013-03-22,43.9,44.49,43.57,44.169,15005
2013-03-25,44.66,45.0,43.887,44.089,27721
2013-03-26,44.09,44.3,43.789,44.09,18432
2013-03-27,44.2,44.28,43.22,43.429,32775
2013-03-28,43.47,43.47,42.153,42.613,59950
2013-04-02,42.6,43.225,42.272,43.1,45371
2013-04-03,43.05,43.371,42.55,42.736,30876
2013-04-04,42.9,43.0,41.749,42.191,58591
2013-04-05,42.16,42.189,40.572,41.4,79826
2013-04-08,41.2,41.5,40.38,41.209,126410
2013-04-09,41.4,41.468,40.529,41.187,74328
2013-04-10,41.09,42.6,40.23,42.451,93861
2013-04-11,40.25,41.397,40.25,41.16,85014
2013-04-12,41.0,41.021,40.049,40.27,30766
2013-04-15,40.15,40.412,39.125,39.125,37345
2013-04-16,39.25,39.845,38.696,39.671,47415
2013-04-17,39.62,40.19,38.487,38.653,42854
2013-04-18,38.71,39.072,38.198,38.59,28342
2013-04-19,38.67,39.145,38.594,38.92,12270
2013-04-22,39.08,39.707,39.08,39.611,22478
2013-04-23,39.605,41.047,39.215,40.711,28180
2013-04-24,39.88,41.452,39.593,40.44,74570
2013-04-25,40.5,41.604,40.2,41.319,39833
2013-04-26,41.515,41.96,41.08,41.52,45132
2013-04-29,41.623,41.901,41.165,41.901,36601
2013-04-30,41.861,42.255,41.774,41.851,54277
2013-05-02,41.855,42.554,41.669,42.45,36393
2013-05-03,42.401,43.767,42.172,43.451,53888
2013-05-06,43.45,43.73,43.121,43.147,67910
2013-05-07,42.6,43.382,42.411,43.073,40345
2013-05-08,43.033,43.545,42.97,43.49,36893
2013-05-09,43.4,44.06,43.312,43.949,19168
2013-05-10,43.9,44.504,43.851,43.881,70933
2013-05-13,43.78,44.628,43.7,44.569,47850
2013-05-14,44.565,46.005,44.52,45.758,115023
2013-05-15,45.83,46.548,45.7,46.331,120602
2013-05-16,46.17,47.316,46.11,46.901,87673
2013-05-17,46.875,48.983,46.861,48.761,162571
2013-05-20,49.0,50.379,48.901,50.256,74557
2013-05-21,50.175,50.24,48.43,49.42,138015
2013-05-22,49.35,49.856,48.4,49.4,83036
2013-05-23,47.9,48.307,47.2,48.0,152237
2013-05-24,47.85,47.99,46.74,47.222,81509
2013-05-27,47.211,48.36,47.211,48.222,42333
2013-05-28,48.363,49.414,48.363,48.685,52588
2013-05-29,48.6,48.634,47.786,47.901,31357
2013-05-30,47.751,49.072,47.65,48.54,31552
2013-05-31,48.841,49.5,48.0,49.22,40005
2013-06-03,48.955,49.503,48.149,49.272,43455
2013-06-04,49.35,49.802,48.298,48.31,53532
2013-06-05,48.2,48.358,47.685,47.814,28647
2013-06-06,47.7,48.077,46.968,47.193,31466
2013-06-07,47.45,48.8,46.9,48.46,29254
2013-06-10,48.34,49.119,48.34,48.83,39136
2013-06-11,48.7,48.7,47.655,47.801,29121
2013-06-12,47.901,47.993,46.869,46.92,28024
2013-06-13,45.65,46.738,45.56,46.63,54104
2013-06-14,46.9,47.517,46.9,46.92,11308
2013-06-17,47.3,47.931,47.3,47.52,24007
2013-06-18,47.361,47.65,46.894,47.109,17926
2013-06-19,47.13,47.611,46.571,46.761,17868
2013-06-20,45.8,46.041,44.284,44.575,59781
2013-06-21,44.686,45.105,43.093,43.425,57588
2013-06-24,43.125,44.269,43.02,43.607,43360
2013-06-25,43.76,45.749,43.76,45.749,35005
2013-06-26,45.85,46.205,45.48,45.6,33895
2013-06-27,45.9,46.855,45.578,46.442,38587
2013-06-28,46.599,47.047,45.966,46.4,14532
2013-07-01,46.23,47.304,45.99,46.742,26218
2013-07-02,46.64,47.214,46.512,46.768,15639
2013-07-03,47.115,47.431,46.172,47.097,40568
2013-07-04,47.155,49.121,47.155,48.85,108992
2013-07-05,49.072,49.482,47.5,47.779,54881
2013-07-08,47.881,49.0,47.881,48.321,32539
2013-07-09,48.62,49.187,48.62,48.931,31809
2013-07-10,48.75,48.856,48.05,48.655,30621
2013-07-11,49.32,49.508,49.0,49.11,44769
2013-07-12,49.352,52.376,49.25,51.8,275616
2013-07-15,51.91,52.612,51.157,51.157,166319
2013-07-16,51.45,52.49,51.31,51.901,88490
2013-07-17,52.0,52.533,51.639,52.336,57797
2013-07-18,52.25,53.346,52.04,52.964,82266
2013-07-19,52.8,53.87,52.752,53.136,68425
2013-07-22,53.21,53.538,52.595,52.595,60138
2013-07-23,52.91,53.399,52.565,52.76,20957
2013-07-24,52.705,53.476,51.873,53.299,54737
2013-07-25,53.131,53.735,52.36,53.444,47197
2013-07-26,53.67,53.905,51.975,52.245,45251
2013-07-29,52.2,53.069,52.2,52.615,24257
2013-07-30,52.78,53.399,52.698,53.398,117691
2013-07-31,53.08,53.1,51.898,52.001,33040
2013-08-01,52.2,53.551,52.2,53.301,43735
2013-08-02,53.511,53.7,53.255,53.486,33331
2013-08-05,53.481,53.893,53.38,53.706,25182
2013-08-06,53.5,54.57,53.5,53.863,52129
2013-08-07,53.61,54.04,53.435,53.663,25232
2013-08-08,54.001,54.338,53.445,54.15,27257
2013-08-09,54.2,54.703,53.993,54.397,32900
2013-08-12,54.26,54.4,53.297,53.851,33058
2013-08-13,54.1,54.802,54.1,54.8,57651
2013-08-14,54.73,55.5,54.66,55.35,92490
2013-08-15,55.04,55.27,54.38,54.78,37329
2013-08-16,54.7,55.469,54.597,55.192,39539
2013-08-19,55.2,55.329,54.932,54.932,18789
2013-08-20,54.705,54.889,53.955,54.658,27233
2013-08-21,54.45,54.918,54.45,54.612,14797
2013-08-22,54.4,55.805,54.4,55.55,32001
2013-08-23,55.679,56.018,55.31,55.721,35858
2013-08-26,55.7,55.758,55.145,55.381,20636
2013-08-27,54.971,55.345,52.555,52.73,123545
2013-08-28,52.42,52.773,50.98,51.785,94668
2013-08-29,51.581,52.795,51.581,52.65,28645
2013-08-30,52.691,53.147,51.786,51.886,18756
2013-09-02,52.249,53.306,52.249,53.239,22838
2013-09-03,53.36,53.499,52.0,52.5,24581
2013-09-04,52.83,53.456,51.977,53.3,24631
2013-09-05,53.501,54.385,53.501,53.963,46183
2013-09-06,53.999,54.66,53.522,54.271,42223
2013-09-09,54.42,55.215,54.401,54.858,44656
2013-09-10,55.18,56.238,55.18,56.099,59906
2013-09-11,56.12,56.8,56.0,56.71,61672
2013-09-12,56.79,56.839,56.118,56.484,32974
2013-09-13,56.35,57.219,56.148,57.041,31127
2013-09-16,57.9,57.958,57.329,57.329,53752
2013-09-17,57.26,57.4,56.733,56.925,41121
2013-09-18,57.2,57.418,56.772,57.253,32355
2013-09-19,57.9,58.8,57.83,58.011,133603
2013-09-20,58.0,59.501,57.499,57.569,130861
2013-09-23,57.74,58.35,57.259,57.406,39468
2013-09-24,57.3,58.122,57.3,57.928,23862
2013-09-25,58.108,58.173,57.5,57.5,12040
2013-09-26,57.92,58.059,57.553,57.571,17890
2013-09-27,57.6,58.021,57.168,57.979,13294
2013-09-30,57.07,57.768,57.04,57.519,30605
2013-10-01,57.635,58.158,57.545,58.052,32950
2013-10-02,57.85,57.898,57.0,57.521,25484
2013-10-03,57.533,57.958,57.515,57.628,15592
2013-10-04,57.983,58.258,56.995,58.018,28033
2013-10-07,57.8,57.82,57.225,57.6,22661
2013-10-08,57.585,57.953,57.358,57.661,14586
2013-10-09,57.45,57.972,57.187,57.569,22015
2013-10-10,57.625,58.408,57.625,58.312,27813
2013-10-11,58.5,58.62,58.095,58.368,35506
2013-10-14,57.95,58.262,57.9,58.192,29191
2013-10-15,58.75,59.437,58.356,59.424,46907
2013-10-16,59.23,59.456,58.925,59.047,50683
2013-10-17,58.941,59.147,58.278,58.3,31772
2013-10-18,58.6,58.867,57.892,58.211,16261
2013-10-21,58.3,58.499,57.699,58.178,18736
2013-10-22,58.15,58.397,57.975,58.049,14496
2013-10-23,57.91,58.613,57.8,58.613,36256
2013-10-24,59.4,60.923,59.111,60.299,141357
2013-10-25,60.05,60.455,59.846,60.034,60815
2013-10-28,60.15,60.25,58.764,59.081,39611
2013-10-29,59.1,59.749,59.0,59.72,36114
2013-10-30,59.78,60.49,59.127,59.34,60910
2013-10-31,59.11,60.445,59.11,60.365,30649
2013-11-01,60.29,60.68,59.946,60.124,21018
2013-11-04,60.16,60.403,59.756,60.031,42116
2013-11-05,59.9,60.03,58.966,59.226,21754
2013-11-06,59.47,60.185,59.409,59.566,25757
2013-11-07,59.5,60.752,59.297,59.976,36182
2013-11-08,59.99,59.99,59.0,59.346,16604
2013-11-11,59.22,59.396,58.783,59.253,29377
2013-11-12,59.11,59.265,58.717,58.953,18762
2013-11-13,58.75,58.761,57.6,58.228,52322
2013-11-14,58.43,59.045,58.43,59.023,23945
2013-11-15,59.022,59.11,58.567,58.733,17510
2013-11-18,58.7,59.96,58.476,59.656,20760
2013-11-19,59.65,59.877,59.296,59.376,16454
2013-11-20,59.46,60.057,59.403,59.664,33904
2013-11-21,59.29,59.868,59.207,59.704,22088
2013-11-22,59.68,60.165,59.615,59.896,33963
2013-11-25,60.05,61.032,60.05,60.375,84160
2013-11-26,60.401,60.93,60.371,60.525,52811
2013-11-27,60.55,61.092,60.55,61.034,26197
2013-11-28,61.117,61.35,60.914,61.034,70424
2013-11-29,60.96,61.237,60.834,60.951,25998
2013-12-02,60.82,61.443,60.801,61.286,30735
2013-12-03,61.01,61.354,59.666,59.821,61705
2013-12-04,60.0,60.418,58.928,59.01,53557
2013-12-05,59.34,59.555,58.028,58.472,35272
2013-12-06,58.449,59.557,58.4,59.376,41735
2013-12-09,59.89,60.0,59.284,59.586,27307
2013-12-10,59.538,59.818,58.891,59.083,19232
2013-12-11,58.95,59.675,58.75,59.027,11398
2013-12-12,58.64,59.255,58.587,58.687,17243
2013-12-13,58.8,59.237,58.5,58.737,19035
2013-12-16,58.46,59.806,58.058,59.614,20212
2013-12-17,59.61,59.803,59.027,59.283,13972
2013-12-18,59.3,60.095,59.3,59.656,20880
2013-12-19,60.3,61.162,60.26,60.635,62099
2013-12-20,60.94,61.753,60.785,61.606,64582
2013-12-23,61.901,62.305,61.773,62.103,87084
2013-12-27,62.511,63.228,62.4,63.068,59533
2013-12-30,62.837,63.175,62.785,63.069,45372
2014-01-02,62.93,63.612,61.284,61.4,85268
2014-01-03,61.311,62.482,61.311,61.907,36668
2014-01-06,61.8,62.26,61.497,61.666,39915
2014-01-07,61.83,62.588,61.338,62.497,18476
2014-01-08,62.64,62.65,61.985,62.307,19365
2014-01-09,62.44,63.61,61.997,62.347,28008
2014-01-10,62.54,63.005,61.98,62.307,29018
2014-01-13,62.49,63.1,62.357,62.672,44001
2014-01-14,62.59,63.789,62.1,63.599,35940
2014-01-15,64.0,65.815,63.932,65.581,103792
2014-01-16,65.65,65.801,64.818,65.415,46248
2014-01-17,65.51,66.351,65.43,65.951,50399
2014-01-20,65.915,66.151,65.5,66.102,49786
2014-01-21,66.061,66.385,65.489,65.638,19152
2014-01-22,65.99,66.268,65.343,65.941,81753
2014-01-23,65.76,66.812,64.9,65.139,58900
2014-01-24,65.265,66.0,62.692,62.902,69317
2014-01-27,62.3,63.072,61.813,62.207,81341
2014-01-28,62.12,63.348,62.12,63.348,28578
2014-01-29,63.61,63.8,60.365,61.344,123409
2014-01-30,61.7,62.713,60.795,62.525,23963
2014-01-31,62.612,62.743,60.703,61.968,33593
2014-02-03,61.97,62.418,60.35,60.35,53659
2014-02-04,59.4,60.999,59.265,60.98,99983
2014-02-05,60.7,61.315,60.434,61.26,33354
2014-02-06,61.4,63.5,61.4,62.799,105245
2014-02-07,63.04,63.823,62.857,63.75,45153
2014-02-10,64.1,64.296,63.186,63.429,49948
2014-02-11,63.75,65.774,63.75,65.774,64866
2014-02-12,65.94,66.94,65.785,66.467,77268
2014-02-13,66.19,66.803,65.588,66.803,81870
2014-02-14,66.7,67.095,66.428,67.0,35008
2014-02-17,66.999,67.125,66.647,66.667,33004
2014-02-18,66.899,67.025,65.987,66.713,38505
2014-02-19,66.416,66.684,65.845,65.968,19389
2014-02-20,65.39,66.352,64.73,66.269,43299
2014-02-21,66.72,67.075,66.298,66.82,31946
2014-02-24,66.5,67.804,66.446,67.671,58842
2014-02-25,67.459,67.831,66.7,67.18,46698
2014-02-26,67.349,67.635,66.928,67.2,28724
2014-02-27,67.43,67.795,66.203,67.123,29337
2014-02-28,67.514,67.514,66.607,67.3,21071
2014-03-03,65.75,66.125,64.69,64.919,131879
2014-03-04,65.55,68.099,65.55,67.751,77842
2014-03-05,67.62,69.362,67.62,68.695,71758
2014-03-06,68.969,69.565,68.819,69.026,36128
2014-03-07,69.0,69.2,67.356,67.601,44842
2014-03-10,67.47,67.887,66.056,66.623,81028
2014-03-11,66.9,67.861,66.782,67.299,26342
2014-03-12,67.0,67.017,65.413,66.377,36469
2014-03-13,66.5,67.153,64.09,64.25,52509
2014-03-14,63.8,64.61,62.935,64.4,89427
2014-03-17,64.51,65.653,64.05,65.653,45754
2014-03-18,65.69,66.518,64.976,66.282,49938
2014-03-19,66.25,66.638,65.629,65.675,17041
